complaint_id,title,text,category,priority,location,existing,resolution_summary
CMP0351,Dark zone at near the city school due,Dark zone at near the city school due to missing lights is affecting safety please look into this as soon as possible.,Public Safety,Medium,Mg Road,1,Safety hazard secured by the department.
CMP0352,Dark zone at near the city school due,Dark zone at near the city school due to missing lights is affecting safety.,Public Safety,Medium,Anna Nagar,1,Safety hazard secured by the department.
CMP0353,An abandoned building near mg road is open,An abandoned building near mg road is open and children play inside.,Public Safety,Critical,Mg Road,1,Safety hazard secured by the department.
CMP0354,Electrical wires are hanging dangerously low near lake,Electrical wires are hanging dangerously low near lake view road.,Public Safety,Critical,Gandhi Street,1,Safety hazard secured by the department.
CMP0355,Dark zone at mg road due to missing,Dark zone at mg road due to missing lights is affecting safety.,Public Safety,Medium,Mg Road,0,Safety hazard secured by the department.
CMP0356,A collapsed structure on gandhi street street is,A collapsed structure on gandhi street street is partially blocking the way.,Public Safety,High,Main Road Near The Market,1,Safety hazard secured by the department.
CMP0357,A collapsed structure on gandhi street street is,A collapsed structure on gandhi street street is partially blocking the way please look into this as soon as possible.,Public Safety,High,Near The City School,1,Safety hazard secured by the department.
CMP0358,Open manhole on the first cross street road,Open manhole on the first cross street road is a serious hazard for pedestrians.,Public Safety,Critical,Jubilee Bus Stop,1,Safety hazard secured by the department.
CMP0359,Stray dogs are aggressive near jubilee bus stop,Stray dogs are aggressive near jubilee bus stop school in the morning.,Public Safety,High,Jubilee Bus Stop,1,Safety hazard secured by the department.
CMP0360,Open manhole on the kannagi street road is,Open manhole on the kannagi street road is a serious hazard for pedestrians.,Public Safety,Critical,Main Road Near The Market,0,Safety hazard secured by the department.
CMP0361,Mosquito breeding in stagnant water around kamaraj colony,Mosquito breeding in stagnant water around kamaraj colony has increased.,Sanitation,Medium,Lake View Road,1,Sanitation resolved and area sanitized.
CMP0362,Mosquito breeding in stagnant water around jubilee bus,Mosquito breeding in stagnant water around jubilee bus stop has increased.,Sanitation,Medium,Block B,1,Sanitation resolved and area sanitized.
CMP0363,Public toilet near sector 12 is very dirty,Public toilet near sector 12 is very dirty and needs cleaning.,Sanitation,Medium,Kamaraj Colony,1,Sanitation resolved and area sanitized.
CMP0364,Unhygienic conditions near kannagi street market with piles,Unhygienic conditions near kannagi street market with piles of waste.,Sanitation,High,Block B,1,Sanitation resolved and area sanitized.
CMP0365,Public toilet near anna nagar is very dirty,Public toilet near anna nagar is very dirty and needs cleaning please look into this as soon as possible.,Sanitation,Medium,Near The City School,0,Sanitation resolved and area sanitized.
CMP0366,A park at kamaraj colony needs routine cleaning,A park at kamaraj colony needs routine cleaning and maintenance please look into this as soon as possible.,Sanitation,Low,Kannagi Street,1,Sanitation resolved and area sanitized.
CMP0367,Unhygienic conditions near kamaraj colony market with piles,Unhygienic conditions near kamaraj colony market with piles of waste.,Sanitation,High,Lake View Road,1,Sanitation resolved and area sanitized.
CMP0368,Unhygienic conditions near lake view road market with,Unhygienic conditions near lake view road market with piles of waste.,Sanitation,High,Block B,1,Sanitation resolved and area sanitized.
CMP0369,Unhygienic conditions near kannagi street market with piles,Unhygienic conditions near kannagi street market with piles of waste.,Sanitation,High,Sector 12,1,Sanitation resolved and area sanitized.
CMP0370,Unhygienic conditions near main road near the market,Unhygienic conditions near main road near the market market with piles of waste.,Sanitation,High,Jubilee Bus Stop,0,Sanitation resolved and area sanitized.
CMP0371,A park at main road near the market,A park at main road near the market needs routine cleaning and maintenance.,Sanitation,Low,Lake View Road,1,Sanitation resolved and area sanitized.
CMP0372,A park at anna nagar needs routine cleaning,A park at anna nagar needs routine cleaning and maintenance please look into this as soon as possible.,Sanitation,Low,Jubilee Bus Stop,1,Sanitation resolved and area sanitized.
CMP0373,Unhygienic conditions near main road near the market,Unhygienic conditions near main road near the market market with piles of waste.,Sanitation,High,Main Road Near The Market,1,Sanitation resolved and area sanitized.
CMP0374,Unhygienic conditions near main road near the market,Unhygienic conditions near main road near the market market with piles of waste.,Sanitation,High,First Cross Street,1,Sanitation resolved and area sanitized.
CMP0375,Unhygienic conditions near sector 12 market with piles,Unhygienic conditions near sector 12 market with piles of waste.,Sanitation,High,Gandhi Street,0,Sanitation resolved and area sanitized.
CMP0376,A park at gandhi street needs routine cleaning,A park at gandhi street needs routine cleaning and maintenance please look into this as soon as possible.,Sanitation,Low,Jubilee Bus Stop,1,Sanitation resolved and area sanitized.
CMP0377,A park at lake view road needs routine,A park at lake view road needs routine cleaning and maintenance please look into this as soon as possible.,Sanitation,Low,First Cross Street,1,Sanitation resolved and area sanitized.
CMP0378,A park at near the city school needs,A park at near the city school needs routine cleaning and maintenance please look into this as soon as possible.,Sanitation,Low,Mg Road,1,Sanitation resolved and area sanitized.
CMP0379,A park at first cross street needs routine,A park at first cross street needs routine cleaning and maintenance.,Sanitation,Low,Main Road Near The Market,1,Sanitation resolved and area sanitized.
CMP0380,A park at main road near the market,A park at main road near the market needs routine cleaning and maintenance.,Sanitation,Low,Anna Nagar,0,Sanitation resolved and area sanitized.
CMP0381,A park at block b needs routine cleaning,A park at block b needs routine cleaning and maintenance.,Sanitation,Low,Lake View Road,1,Sanitation resolved and area sanitized.
CMP0382,Public toilet near first cross street is very,Public toilet near first cross street is very dirty and needs cleaning.,Sanitation,Medium,Near The City School,1,Sanitation resolved and area sanitized.
CMP0383,Unhygienic conditions near first cross street market with,Unhygienic conditions near first cross street market with piles of waste.,Sanitation,High,Sector 12,1,Sanitation resolved and area sanitized.
CMP0384,Unhygienic conditions near sector 12 market with piles,Unhygienic conditions near sector 12 market with piles of waste please look into this as soon as possible.,Sanitation,High,Main Road Near The Market,1,Sanitation resolved and area sanitized.
CMP0385,Unhygienic conditions near sector 12 market with piles,Unhygienic conditions near sector 12 market with piles of waste.,Sanitation,High,First Cross Street,0,Sanitation resolved and area sanitized.
CMP0386,A park at near the city school needs,A park at near the city school needs routine cleaning and maintenance please look into this as soon as possible.,Sanitation,Low,Block B,1,Sanitation resolved and area sanitized.
CMP0387,Unhygienic conditions near block b market with piles,Unhygienic conditions near block b market with piles of waste.,Sanitation,High,First Cross Street,1,Sanitation resolved and area sanitized.
CMP0388,Public toilet near jubilee bus stop is very,Public toilet near jubilee bus stop is very dirty and needs cleaning please look into this as soon as possible.,Sanitation,Medium,First Cross Street,1,Sanitation resolved and area sanitized.
CMP0389,Unhygienic conditions near kannagi street market with piles,Unhygienic conditions near kannagi street market with piles of waste.,Sanitation,High,Lake View Road,1,Sanitation resolved and area sanitized.
CMP0390,Unhygienic conditions near main road near the market,Unhygienic conditions near main road near the market market with piles of waste please look into this as soon as possible.,Sanitation,High,First Cross Street,0,Sanitation resolved and area sanitized.
CMP0391,Public toilet near gandhi street is very dirty,Public toilet near gandhi street is very dirty and needs cleaning please look into this as soon as possible.,Sanitation,Medium,Gandhi Street,1,Sanitation resolved and area sanitized.
CMP0392,Mosquito breeding in stagnant water around sector 12,Mosquito breeding in stagnant water around sector 12 has increased.,Sanitation,Medium,First Cross Street,1,Sanitation resolved and area sanitized.
CMP0393,Unhygienic conditions near kannagi street market with piles,Unhygienic conditions near kannagi street market with piles of waste.,Sanitation,High,Block B,1,Sanitation resolved and area sanitized.
CMP0394,Mosquito breeding in stagnant water around mg road,Mosquito breeding in stagnant water around mg road has increased please look into this as soon as possible.,Sanitation,Medium,Block B,1,Sanitation resolved and area sanitized.
CMP0395,Mosquito breeding in stagnant water around lake view,Mosquito breeding in stagnant water around lake view road has increased.,Sanitation,Medium,Kannagi Street,0,Sanitation resolved and area sanitized.
CMP0396,A park at anna nagar needs routine cleaning,A park at anna nagar needs routine cleaning and maintenance.,Sanitation,Low,Main Road Near The Market,1,Sanitation resolved and area sanitized.
CMP0397,Unhygienic conditions near gandhi street market with piles,Unhygienic conditions near gandhi street market with piles of waste please look into this as soon as possible.,Sanitation,High,Kamaraj Colony,1,Sanitation resolved and area sanitized.
CMP0398,Unhygienic conditions near mg road market with piles,Unhygienic conditions near mg road market with piles of waste.,Sanitation,High,Kannagi Street,1,Sanitation resolved and area sanitized.
CMP0399,A park at sector 12 needs routine cleaning,A park at sector 12 needs routine cleaning and maintenance.,Sanitation,Low,Anna Nagar,1,Sanitation resolved and area sanitized.
CMP0400,Public toilet near main road near the market,Public toilet near main road near the market is very dirty and needs cleaning.,Sanitation,Medium,Lake View Road,0,Sanitation resolved and area sanitized.
CMP0401,Civic office at first cross street has long,Civic office at first cross street has long waiting times for certificates.,Government Services,Low,Anna Nagar,1,Civic request processed.
CMP0402,Birth certificate application submitted at near the city,Birth certificate application submitted at near the city school is not processed please look into this as soon as possible.,Government Services,Medium,Jubilee Bus Stop,1,Civic request processed.
CMP0403,Pension verification camps in mg road are infrequent,Pension verification camps in mg road are infrequent.,Government Services,Low,Main Road Near The Market,1,Civic request processed.
CMP0404,Water bill shows wrong readings for kamaraj colony,Water bill shows wrong readings for kamaraj colony house and service is stalled.,Government Services,High,Jubilee Bus Stop,1,Civic request processed.
CMP0405,Birth certificate application submitted at mg road is,Birth certificate application submitted at mg road is not processed.,Government Services,Medium,Anna Nagar,0,Civic request processed.
CMP0406,Water bill shows wrong readings for kamaraj colony,Water bill shows wrong readings for kamaraj colony house and service is stalled.,Government Services,High,Block B,1,Civic request processed.
CMP0407,Birth certificate application submitted at lake view road,Birth certificate application submitted at lake view road is not processed please look into this as soon as possible.,Government Services,Medium,Lake View Road,1,Civic request processed.
CMP0408,Water bill shows wrong readings for main road,Water bill shows wrong readings for main road near the market house and service is stalled.,Government Services,High,Block B,1,Civic request processed.
CMP0409,Birth certificate application submitted at lake view road,Birth certificate application submitted at lake view road is not processed.,Government Services,Medium,Kamaraj Colony,1,Civic request processed.
CMP0410,Pension verification camps in near the city school,Pension verification camps in near the city school are infrequent.,Government Services,Low,Kamaraj Colony,0,Civic request processed.
CMP0411,Water bill shows wrong readings for first cross,Water bill shows wrong readings for first cross street house and service is stalled please look into this as soon as possible.,Government Services,High,Kannagi Street,1,Civic request processed.
CMP0412,Pension verification camps in main road near the,Pension verification camps in main road near the market are infrequent.,Government Services,Low,First Cross Street,1,Civic request processed.
CMP0413,Civic office at mg road has long waiting,Civic office at mg road has long waiting times for certificates.,Government Services,Low,Block B,1,Civic request processed.
CMP0414,Ration card update at gandhi street office is,Ration card update at gandhi street office is pending for weeks.,Government Services,Medium,Near The City School,1,Civic request processed.
CMP0415,Pension verification camps in first cross street are,Pension verification camps in first cross street are infrequent.,Government Services,Low,Sector 12,0,Civic request processed.
CMP0416,Water bill shows wrong readings for block b,Water bill shows wrong readings for block b house and service is stalled.,Government Services,High,Kannagi Street,1,Civic request processed.
CMP0417,Water bill shows wrong readings for sector 12,Water bill shows wrong readings for sector 12 house and service is stalled.,Government Services,High,Near The City School,1,Civic request processed.
CMP0418,Ration card update at sector 12 office is,Ration card update at sector 12 office is pending for weeks please look into this as soon as possible.,Government Services,Medium,Sector 12,1,Civic request processed.
CMP0419,Ration card update at jubilee bus stop office,Ration card update at jubilee bus stop office is pending for weeks.,Government Services,Medium,Kannagi Street,1,Civic request processed.
CMP0420,Water bill shows wrong readings for first cross,Water bill shows wrong readings for first cross street house and service is stalled.,Government Services,High,Sector 12,0,Civic request processed.
CMP0421,Civic office at gandhi street has long waiting,Civic office at gandhi street has long waiting times for certificates.,Government Services,Low,Gandhi Street,1,Civic request processed.
CMP0422,Water bill shows wrong readings for sector 12,Water bill shows wrong readings for sector 12 house and service is stalled.,Government Services,High,Kamaraj Colony,1,Civic request processed.
CMP0423,Water bill shows wrong readings for lake view,Water bill shows wrong readings for lake view road house and service is stalled.,Government Services,High,First Cross Street,1,Civic request processed.
CMP0424,Ration card update at anna nagar office is,Ration card update at anna nagar office is pending for weeks please look into this as soon as possible.,Government Services,Medium,Kannagi Street,1,Civic request processed.
CMP0425,Water bill shows wrong readings for kannagi street,Water bill shows wrong readings for kannagi street house and service is stalled please look into this as soon as possible.,Government Services,High,Lake View Road,0,Civic request processed.
CMP0426,Ration card update at mg road office is,Ration card update at mg road office is pending for weeks.,Government Services,Medium,Lake View Road,1,Civic request processed.
CMP0427,Pension verification camps in gandhi street are infrequent,Pension verification camps in gandhi street are infrequent.,Government Services,Low,Lake View Road,1,Civic request processed.
CMP0428,Civic office at mg road has long waiting,Civic office at mg road has long waiting times for certificates.,Government Services,Low,Main Road Near The Market,1,Civic request processed.
CMP0429,Water bill shows wrong readings for kannagi street,Water bill shows wrong readings for kannagi street house and service is stalled.,Government Services,High,Lake View Road,1,Civic request processed.
CMP0430,Water bill shows wrong readings for first cross,Water bill shows wrong readings for first cross street house and service is stalled.,Government Services,High,Anna Nagar,0,Civic request processed.
CMP0431,Pension verification camps in mg road are infrequent,Pension verification camps in mg road are infrequent.,Government Services,Low,Sector 12,1,Civic request processed.
CMP0432,Civic office at block b has long waiting,Civic office at block b has long waiting times for certificates please look into this as soon as possible.,Government Services,Low,Kamaraj Colony,1,Civic request processed.
CMP0433,Ration card update at anna nagar office is,Ration card update at anna nagar office is pending for weeks.,Government Services,Medium,Near The City School,1,Civic request processed.
CMP0434,Ration card update at block b office is,Ration card update at block b office is pending for weeks please look into this as soon as possible.,Government Services,Medium,Anna Nagar,1,Civic request processed.
CMP0435,Civic office at block b has long waiting,Civic office at block b has long waiting times for certificates please look into this as soon as possible.,Government Services,Low,Gandhi Street,0,Civic request processed.
CMP0436,Ration card update at anna nagar office is,Ration card update at anna nagar office is pending for weeks.,Government Services,Medium,Kamaraj Colony,1,Civic request processed.
CMP0437,Birth certificate application submitted at near the city,Birth certificate application submitted at near the city school is not processed.,Government Services,Medium,Jubilee Bus Stop,1,Civic request processed.
CMP0438,Birth certificate application submitted at main road near,Birth certificate application submitted at main road near the market is not processed.,Government Services,Medium,Lake View Road,1,Civic request processed.
CMP0439,Pension verification camps in anna nagar are infrequent,Pension verification camps in anna nagar are infrequent.,Government Services,Low,First Cross Street,1,Civic request processed.
CMP0440,Birth certificate application submitted at sector 12 is,Birth certificate application submitted at sector 12 is not processed please look into this as soon as possible.,Government Services,Medium,Jubilee Bus Stop,0,Civic request processed.
CMP0441,A community event created noise in first cross,A community event created noise in first cross street for several hours.,Other,Medium,Kamaraj Colony,1,Complaint reviewed and actioned.
CMP0442,Trees on sector 12 road have grown over,Trees on sector 12 road have grown over power lines and need trimming please look into this as soon as possible.,Other,Medium,Block B,1,Complaint reviewed and actioned.
CMP0443,Trees on gandhi street road have grown over,Trees on gandhi street road have grown over power lines and need trimming.,Other,Medium,Lake View Road,1,Complaint reviewed and actioned.
CMP0444,Request for more CCTV cameras in block b,Request for more CCTV cameras in block b park please look into this as soon as possible.,Other,Low,Mg Road,1,Complaint reviewed and actioned.
CMP0445,Request for more CCTV cameras in jubilee bus,Request for more CCTV cameras in jubilee bus stop park.,Other,Low,Block B,0,Complaint reviewed and actioned.
CMP0446,Request for more CCTV cameras in lake view,Request for more CCTV cameras in lake view road park.,Other,Low,Anna Nagar,1,Complaint reviewed and actioned.
CMP0447,Suggestion to install a public notice board at,Suggestion to install a public notice board at near the city school.,Other,Low,Block B,1,Complaint reviewed and actioned.
CMP0448,Trees on jubilee bus stop road have grown,Trees on jubilee bus stop road have grown over power lines and need trimming.,Other,Medium,Anna Nagar,1,Complaint reviewed and actioned.
CMP0449,Suggestion to install a public notice board at,Suggestion to install a public notice board at first cross street.,Other,Low,Gandhi Street,1,Complaint reviewed and actioned.
CMP0450,Suggestion to install a public notice board at,Suggestion to install a public notice board at lake view road.,Other,Low,Kamaraj Colony,0,Complaint reviewed and actioned.
CMP0451,A community event created noise in sector 12,A community event created noise in sector 12 for several hours.,Other,Medium,Kamaraj Colony,1,Complaint reviewed and actioned.
CMP0452,A community event created noise in gandhi street,A community event created noise in gandhi street for several hours.,Other,Medium,First Cross Street,1,Complaint reviewed and actioned.
CMP0453,A community event created noise in block b,A community event created noise in block b for several hours please look into this as soon as possible.,Other,Medium,Anna Nagar,1,Complaint reviewed and actioned.
CMP0454,Suggestion to install a public notice board at,Suggestion to install a public notice board at anna nagar.,Other,Low,Near The City School,1,Complaint reviewed and actioned.
CMP0455,A community event created noise in main road,A community event created noise in main road near the market for several hours please look into this as soon as possible.,Other,Medium,Lake View Road,0,Complaint reviewed and actioned.
CMP0456,Request for more CCTV cameras in sector 12,Request for more CCTV cameras in sector 12 park.,Other,Low,Jubilee Bus Stop,1,Complaint reviewed and actioned.
CMP0457,A community event created noise in first cross,A community event created noise in first cross street for several hours.,Other,Medium,Gandhi Street,1,Complaint reviewed and actioned.
CMP0458,Request for more CCTV cameras in main road,Request for more CCTV cameras in main road near the market park.,Other,Low,Gandhi Street,1,Complaint reviewed and actioned.
CMP0459,Suggestion to install a public notice board at,Suggestion to install a public notice board at sector 12.,Other,Low,Kannagi Street,1,Complaint reviewed and actioned.
CMP0460,Suggestion to install a public notice board at,Suggestion to install a public notice board at lake view road.,Other,Low,Block B,0,Complaint reviewed and actioned.
CMP0461,Suggestion to install a public notice board at,Suggestion to install a public notice board at anna nagar.,Other,Low,Jubilee Bus Stop,1,Complaint reviewed and actioned.
CMP0462,Request for more CCTV cameras in mg road,Request for more CCTV cameras in mg road park please look into this as soon as possible.,Other,Low,Sector 12,1,Complaint reviewed and actioned.
CMP0463,Trees on anna nagar road have grown over,Trees on anna nagar road have grown over power lines and need trimming.,Other,Medium,Sector 12,1,Complaint reviewed and actioned.
CMP0464,Trees on sector 12 road have grown over,Trees on sector 12 road have grown over power lines and need trimming.,Other,Medium,Lake View Road,1,Complaint reviewed and actioned.
CMP0465,Suggestion to install a public notice board at,Suggestion to install a public notice board at kannagi street please look into this as soon as possible.,Other,Low,Block B,0,Complaint reviewed and actioned.
CMP0466,A community event created noise in kamaraj colony,A community event created noise in kamaraj colony for several hours.,Other,Medium,Jubilee Bus Stop,1,Complaint reviewed and actioned.
CMP0467,A community event created noise in near the,A community event created noise in near the city school for several hours.,Other,Medium,Block B,1,Complaint reviewed and actioned.
CMP0468,Trees on mg road road have grown over,Trees on mg road road have grown over power lines and need trimming.,Other,Medium,Anna Nagar,1,Complaint reviewed and actioned.
CMP0469,Request for more CCTV cameras in lake view,Request for more CCTV cameras in lake view road park.,Other,Low,Anna Nagar,1,Complaint reviewed and actioned.
CMP0470,Suggestion to install a public notice board at,Suggestion to install a public notice board at kannagi street.,Other,Low,Mg Road,0,Complaint reviewed and actioned.
CMP0471,Trees on sector 12 road have grown over,Trees on sector 12 road have grown over power lines and need trimming please look into this as soon as possible.,Other,Medium,First Cross Street,1,Complaint reviewed and actioned.
CMP0472,A community event created noise in anna nagar,A community event created noise in anna nagar for several hours.,Other,Medium,Kamaraj Colony,1,Complaint reviewed and actioned.
CMP0473,Suggestion to install a public notice board at,Suggestion to install a public notice board at jubilee bus stop.,Other,Low,Near The City School,1,Complaint reviewed and actioned.
CMP0474,Request for more CCTV cameras in kannagi street,Request for more CCTV cameras in kannagi street park please look into this as soon as possible.,Other,Low,Block B,1,Complaint reviewed and actioned.
CMP0475,A community event created noise in lake view,A community event created noise in lake view road for several hours.,Other,Medium,First Cross Street,0,Complaint reviewed and actioned.
CMP0476,Request for more CCTV cameras in anna nagar,Request for more CCTV cameras in anna nagar park.,Other,Low,Kannagi Street,1,Complaint reviewed and actioned.
CMP0477,A community event created noise in jubilee bus,A community event created noise in jubilee bus stop for several hours.,Other,Medium,Gandhi Street,1,Complaint reviewed and actioned.
CMP0478,Trees on jubilee bus stop road have grown,Trees on jubilee bus stop road have grown over power lines and need trimming.,Other,Medium,Lake View Road,1,Complaint reviewed and actioned.
CMP0479,Request for more CCTV cameras in kannagi street,Request for more CCTV cameras in kannagi street park.,Other,Low,Block B,1,Complaint reviewed and actioned.
CMP0480,Suggestion to install a public notice board at,Suggestion to install a public notice board at kamaraj colony.,Other,Low,Mg Road,0,Complaint reviewed and actioned.
